url,ip_address,label,client_id
https://login.verify.paypal-signin-update-60490.click/login?continue=signin&auth=1,185.118.11.173,1,2
https://paypal-account-verify-23050.support/password/recover?redirect=https%3A%2F%2Fexample.com,185.84.225.10,1,2
http://login.verify.bank-account-verify-6770.support/password/recover?continue=signin&auth=1,185.142.41.112,1,2
http://accounts.security.paypal-auth-support-58610.buzz/login?continue=signin&auth=1,185.171.250.22,1,2
https://support.apple.com/search,208.67.222.222,0,2
https://support.stackoverflow.com/blog,8.8.8.8,0,2
https://docs.nytimes.com/search,9.9.9.9,0,2
http://accounts.security.wallet-auth-support-60130.click/verify/account?continue=signin&auth=1,185.91.53.90,1,2
https://security.paypal-auth-support-87174.live/password/recover?redirect=https%3A%2F%2Fexample.com,185.177.181.209,1,2
http://security.google-confirm-wallet-3152.live/login?redirect=https%3A%2F%2Fexample.com,185.118.112.114,1,2
https://mit.edu/docs,1.1.1.1,0,2
http://bbc.com/blog,1.1.1.1,0,2
http://login.verify.apple-secure-login-38984.buzz/invoice?continue=signin&auth=1,185.119.74.83,1,2
https://user@accounts.security.bank-account-verify-30795.xyz/password/recover?continue=signin&auth=1,185.95.9.183,1,2
https://docs.amazon.com/about,76.76.2.0,0,2
https://login.verify.amazon-signin-update-89967.buzz/webscr?continue=signin&auth=1,185.178.225.143,1,2
http://accounts.security.wallet-auth-support-90341.top/verify/account,185.145.38.59,1,2
https://apple.com/products?q=research,1.1.1.1,0,2
http://185.43.94.145/password/recover,185.34.112.28,1,2
https://accounts.security.wallet-secure-login-7178.click/login?redirect=https%3A%2F%2Fexample.com,185.154.124.177,1,2
https://docs.microsoft.com/products,76.76.2.0,0,2
https://www.mit.edu/blog?q=python,208.67.222.222,0,2
http://security.microsoft-auth-support-70303.top/password/recover,185.41.90.223,1,2
http://security.amazon-auth-support-77740.top/webscr?redirect=https%3A%2F%2Fexample.com,185.220.154.165,1,2
https://docs.python.org/search?q=privacy,9.9.9.9,0,2
https://docs.nytimes.com/news,208.67.222.222,0,2
http://security.microsoft-secure-login-78871.buzz/password/recover,185.216.34.88,1,2
https://stackoverflow.com/products?q=security,9.9.9.9,0,2
https://login.verify.google-account-verify-4234.buzz/login?redirect=https%3A%2F%2Fexample.com,185.181.253.52,1,2
https://www.google.com/docs,8.8.8.8,0,2
https://microsoft-account-verify-20858.work/webscr,185.152.7.14,1,2
https://www.cloudflare.com/help,1.1.1.1,0,2
https://www.nytimes.com/home,1.1.1.1,0,2
https://support.python.org/home,8.8.8.8,0,2
