url,ip_address,label,client_id
https://login.verify.paypal-signin-update-60490.click/login?continue=signin&auth=1,185.118.11.173,1,2
https://www.python.org/blog,76.76.2.0,0,3
https://support.nytimes.com/help,76.76.2.0,0,4
https://security.netflix-confirm-wallet-67791.click/verify/account?redirect=https%3A%2F%2Fexample.com,185.212.235.121,1,1
https://microsoft.com/help,9.9.9.9,0,3
https://wallet-signin-update-33476.work/password/recover?redirect=https%3A%2F%2Fexample.com,185.123.242.89,1,1
https://docs.microsoft.com/docs,76.76.2.0,0,4
https://docs.google.com/search,8.8.8.8,0,3
https://www.github.com/home,8.8.8.8,0,4
http://security.amazon-signin-update-69832.support/password/recover,185.48.254.253,1,4
http://login.verify.google-signin-update-18902.work/verify/account,185.188.181.37,1,3
https://paypal-account-verify-23050.support/password/recover?redirect=https%3A%2F%2Fexample.com,185.84.225.10,1,2
http://login.verify.bank-account-verify-6770.support/password/recover?continue=signin&auth=1,185.142.41.112,1,2
http://bbc.com/help,1.1.1.1,0,1
http://185.43.161.25/webscr,185.17.123.111,1,1
http://accounts.security.bank-auth-support-54297.work/invoice,185.183.174.152,1,1
http://accounts.security.bank-account-verify-46986.top/login,185.190.118.220,1,3
http://accounts.security.paypal-auth-support-58610.buzz/login?continue=signin&auth=1,185.171.250.22,1,2
https://bank-confirm-wallet-23126.buzz/webscr,185.16.176.135,1,4
https://support.bbc.com/search,8.8.8.8,0,1
https://nytimes.com/about,208.67.222.222,0,1
http://accounts.security.apple-account-verify-36643.xyz/login?continue=signin&auth=1,185.99.246.50,1,3
http://login.verify.paypal-secure-login-78780.click/verify/account,185.66.248.134,1,1
http://docs.wikipedia.org/products,76.76.2.0,0,4
http://185.43.54.209/password/recover,185.187.152.111,1,3
https://support.apple.com/search,208.67.222.222,0,2
https://support.stackoverflow.com/blog,8.8.8.8,0,2
https://support.cloudflare.com/help,1.1.1.1,0,4
http://accounts.security.microsoft-signin-update-35563.info/verify/account?redirect=https%3A%2F%2Fexample.com,185.71.145.49,1,4
https://www.streamlit.io/home,1.1.1.1,0,3
https://support.wikipedia.org/about?q=python,8.8.8.8,0,3
http://wallet-confirm-wallet-80183.info/invoice?redirect=https%3A%2F%2Fexample.com,185.44.68.30,1,1
http://docs.nytimes.com/docs?q=research,1.1.1.1,0,4
https://www.google.com/help,76.76.2.0,0,3
https://docs.nytimes.com/search,9.9.9.9,0,2
http://accounts.security.wallet-auth-support-60130.click/verify/account?continue=signin&auth=1,185.91.53.90,1,2
http://security.bank-account-verify-90867.work/invoice?continue=signin&auth=1,185.96.40.116,1,1
https://security.paypal-auth-support-87174.live/password/recover?redirect=https%3A%2F%2Fexample.com,185.177.181.209,1,2
https://security.wallet-confirm-wallet-99868.buzz/invoice,185.102.20.235,1,3
https://microsoft.com/news?q=python,1.1.1.1,0,3
https://nytimes.com/search,8.8.8.8,0,4
http://security.google-confirm-wallet-3152.live/login?redirect=https%3A%2F%2Fexample.com,185.118.112.114,1,2
https://support.python.org/help,1.1.1.1,0,3
http://accounts.security.microsoft-confirm-wallet-98645.info/login?continue=signin&auth=1,185.157.139.123,1,1
http://bbc.com/blog,1.1.1.1,0,3
http://security.microsoft-auth-support-74217.click/password/recover?continue=signin&auth=1,185.77.105.16,1,1
https://login.verify.netflix-secure-login-201.live/webscr,185.117.126.247,1,1
https://support.bbc.com/blog,9.9.9.9,0,3
https://support.cloudflare.com/help,8.8.8.8,0,4
http://user@apple-auth-support-43646.click/invoice,185.107.52.232,1,1
https://mit.edu/docs,1.1.1.1,0,2
https://support.cloudflare.com/docs,9.9.9.9,0,3
https://accounts.security.netflix-confirm-wallet-13097.xyz/login?redirect=https%3A%2F%2Fexample.com,185.115.213.178,1,1
https://docs.microsoft.com/docs?q=privacy,76.76.2.0,0,3
http://login.verify.microsoft-secure-login-24771.xyz/invoice,185.134.134.199,1,1
http://google-confirm-wallet-42111.info/webscr?redirect=https%3A%2F%2Fexample.com,185.52.177.114,1,1
https://docs.bbc.com/home?q=research,1.1.1.1,0,4
http://bank-secure-login-22831.info/webscr?continue=signin&auth=1,185.146.189.108,1,3
http://bbc.com/blog,1.1.1.1,0,2
https://security.bank-signin-update-16701.info/invoice?redirect=https%3A%2F%2Fexample.com,185.155.9.47,1,3
